5,5,3,3;4
1,5,4,4;-5
3,5,1,5;4
1,3,1,5;8
5,5,4,4;8
0,4,2,4;0
1,5,0,3;2
2,4,0,3;2
3,4,3,3;4
2,4,2,4;0
2,2,1,5;6
0,4,4,4;-9
0,3,1,3;10
4,4,2,4;8
5,5,0,1;2
0,5,3,3;-3
1,4,0,2;2
0,0,2,4;-1
3,3,1,2;12
3,4,0,3;2
5,5,4,5;4
1,5,3,3;-11
0,5,2,3;-3
4,4,2,2;8
2,4,3,3;6
